Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate,Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade
24,0,49,3,3,1,50,66,78,1,0,3,7,2
24,0,29,0,7,0,95,83,56,0,2,6,10,1
29,0,14,2,2,1,60,84,86,0,2,3,9,1
25,0,45,0,0,1,68,95,89,1,2,25,8,0
27,1,19,2,14,0,62,46,54,0,2,7,10,3
19,1,33,3,15,1,95,84,51,1,0,7,5,1
24,1,33,0,15,0,64,65,52,0,0,18,7,2
27,1,37,0,8,0,52,98,86,1,1,6,10,0
19,1,26,2,0,1,86,52,82,1,1,2,5,3
19,0,39,0,15,1,99,40,65,1,2,6,10,3
27,1,35,3,4,1,97,97,86,0,2,30,6,0
23,1,22,3,0,1,83,83,51,1,0,17,9,1
18,1,23,1,9,0,70,41,90,0,2,13,10,3
26,1,17,0,9,1,92,78,59,1,0,0,6,1
29,0,46,1,8,0,92,59,85,1,1,27,4,2
26,0,43,0,9,1,93,51,77,1,2,3,10,3
28,1,48,2,10,1,61,85,69,1,0,15,9,0
27,1,48,2,19,0,77,79,90,0,2,24,9,1
19,1,10,1,8,0,96,85,76,1,2,28,4,0
18,1,23,3,8,0,56,61,89,1,0,19,9,2
27,1,17,0,1,1,79,68,67,1,2,28,8,2
27,0,42,3,0,0,51,94,50,1,0,27,6,0
24,1,40,1,8,0,52,73,72,1,2,10,8,1
21,1,42,1,3,1,92,58,79,0,2,9,10,2
25,1,37,1,15,1,74,91,84,1,2,18,5,0
19,0,32,3,0,1,95,41,64,0,2,12,9,3
28,1,41,3,9,1,71,91,65,1,2,7,4,0
28,0,14,2,8,1,51,81,68,0,2,25,9,1
23,1,39,3,10,0,83,54,92,0,1,19,5,3
25,1,28,2,7,1,80,67,82,1,1,8,4,2
25,1,12,2,5,0,55,84,99,1,2,21,8,1
21,1,14,3,14,1,52,92,63,1,2,10,5,0
20,0,9,1,10,1,73,99,98,1,2,3,6,0
29,0,39,2,13,0,98,97,88,1,1,30,4,0
25,1,20,2,2,1,55,70,100,1,2,26,4,1
22,1,25,0,4,0,53,45,88,1,2,20,5,3
25,1,32,1,17,1,86,47,87,1,0,20,8,3
27,1,10,3,10,0,75,51,54,0,1,11,9,3
27,0,32,0,9,1,91,79,63,0,0,19,10,1
19,0,48,3,0,1,82,83,51,1,1,8,7,1
23,1,21,1,9,1,68,56,70,1,2,4,8,2
26,1,40,3,0,0,51,40,70,1,1,28,4,3
28,0,15,1,14,1,73,57,72,0,1,29,8,2
22,1,7,3,3,1,96,82,65,1,2,15,5,1
24,1,32,1,8,1,64,91,61,1,2,10,7,0
26,0,5,1,15,1,53,75,63,1,2,29,4,1
20,0,35,1,14,1,89,72,72,1,2,1,10,1
27,0,15,3,11,0,70,93,92,1,1,18,5,0
27,1,21,3,7,0,80,58,69,0,2,19,9,2
20,0,13,0,18,1,53,100,86,0,2,12,9,0
18,1,41,1,10,1,58,100,52,1,2,26,4,0
23,1,38,0,6,1,64,83,60,1,0,4,10,1
23,0,45,0,8,0,74,82,94,1,2,17,5,1
24,1,18,2,7,1,51,66,92,1,0,8,9,2
18,0,7,3,18,1,77,66,61,0,2,7,4,2
29,0,43,2,7,1,84,63,69,0,2,25,10,2
18,0,39,1,16,1,80,92,65,1,2,17,4,0
23,0,36,3,17,0,63,61,52,0,1,21,10,2
24,0,40,1,5,0,80,80,79,0,2,6,4,1
23,0,12,3,6,1,69,92,86,1,2,21,9,0
27,1,33,3,15,1,98,85,80,0,1,28,6,0
29,1,14,0,16,0,94,63,59,1,1,19,5,2
25,0,49,3,5,0,88,95,74,1,2,2,6,0
18,1,31,0,4,0,66,43,86,1,0,6,10,3
25,0,9,3,2,1,95,78,94,0,0,24,10,1
25,0,27,2,3,1,59,46,97,0,1,4,8,3
27,1,46,1,13,0,83,50,100,0,1,11,10,3
26,1,32,2,5,1,100,55,85,1,2,14,5,2
19,0,34,1,1,0,57,60,53,1,2,30,7,2
26,0,40,1,17,0,63,68,99,1,2,28,10,2
24,0,47,1,0,0,71,85,86,1,2,9,6,0
18,1,16,3,19,0,73,80,98,0,1,18,10,1
21,0,30,3,11,1,79,84,51,1,2,27,4,1
22,0,46,2,15,1,92,93,60,0,2,21,10,0
18,0,45,2,15,0,94,71,98,0,1,6,8,1
18,1,25,1,7,0,81,61,70,1,2,17,4,2
21,0,6,1,0,0,90,76,84,0,2,17,5,1
25,1,17,0,2,1,54,81,84,1,2,12,9,1
21,0,15,3,4,1,97,51,81,1,2,0,8,3
24,1,49,3,8,1,83,62,66,1,0,6,6,2
29,0,44,1,17,1,79,53,82,1,2,28,6,3
21,1,31,3,19,0,61,44,95,1,2,3,4,3
19,1,17,1,18,0,78,73,61,1,2,11,10,1
26,0,17,3,5,0,60,84,70,1,2,9,10,1
25,1,13,2,15,0,66,77,69,0,2,23,6,1
27,1,48,0,5,1,75,64,55,1,2,0,7,2
22,1,39,3,2,0,92,64,57,1,0,14,6,2
19,0,7,1,5,1,82,55,52,1,2,6,7,2
19,1,25,2,17,0,71,70,74,0,2,16,9,1
20,0,6,3,5,1,65,74,51,0,0,24,8,1
20,1,22,3,20,0,80,49,54,1,2,20,4,3
19,0,47,3,20,1,83,80,72,1,1,20,9,1
29,1,13,3,12,0,57,51,71,1,2,21,8,3
24,1,41,2,6,1,74,97,87,1,2,28,5,0
18,0,15,3,18,0,63,94,95,0,0,20,9,0
29,1,5,1,9,1,59,95,58,1,2,12,7,0
29,0,27,3,18,0,93,55,64,1,2,11,7,2
22,0,42,1,14,0,70,94,51,1,1,24,9,0
27,1,23,2,12,1,92,67,60,0,1,19,4,2
26,1,8,1,18,1,75,66,76,1,2,13,6,2
24,1,30,2,6,1,84,90,89,1,1,17,8,0
25,1,20,1,0,0,53,94,58,1,0,26,4,0
25,1,6,3,1,1,60,72,53,1,2,20,7,1
29,1,22,2,14,0,73,45,54,1,1,1,6,3
25,1,10,3,0,1,82,62,83,1,0,30,10,2
27,0,45,1,18,1,88,51,71,1,0,28,8,3
20,1,46,1,0,0,71,55,70,1,1,15,6,2
23,0,44,0,3,0,91,76,81,0,2,16,6,1
24,1,6,0,9,1,87,91,52,1,0,17,8,0
27,0,18,3,17,1,71,85,90,1,2,24,5,0
23,0,45,2,4,1,64,61,58,1,2,8,8,2
24,0,18,3,13,1,96,45,88,0,2,24,4,3
19,0,21,1,3,0,51,65,74,1,1,22,9,2
19,1,13,3,15,1,91,75,69,1,0,9,10,1
21,1,40,0,4,1,67,90,83,0,1,19,5,0
26,0,16,1,16,1,61,61,82,1,1,27,9,2
27,1,31,0,9,0,58,93,68,1,2,4,7,0
25,0,29,1,5,1,64,100,62,0,2,1,10,0
19,1,35,3,20,0,60,83,59,1,0,17,5,1
27,0,32,3,7,0,71,73,66,1,2,5,8,1
24,0,25,3,17,0,88,51,84,1,1,3,7,3
19,0,28,1,17,1,73,97,55,0,2,0,8,0
27,0,44,3,18,1,73,75,70,0,1,28,6,1
22,0,32,1,5,0,75,49,73,1,0,21,10,3
27,1,48,2,18,0,61,79,80,1,0,23,4,1
22,1,19,0,10,0,62,88,92,1,1,5,8,0
26,0,35,3,12,0,92,56,61,1,1,15,9,2
20,1,28,0,17,0,81,76,72,0,2,6,9,1
20,1,6,0,1,1,70,79,92,0,2,8,4,1
21,1,33,1,19,1,81,64,87,0,0,17,8,2
24,1,18,2,4,0,65,56,91,1,2,1,5,2
27,0,49,1,3,1,93,97,75,0,2,22,8,0
20,1,42,0,19,0,78,70,93,1,0,2,6,1
29,1,36,3,2,0,63,83,74,1,0,24,10,1
20,0,10,1,13,1,71,95,65,1,2,9,4,0
20,1,17,1,4,1,77,84,98,1,2,15,4,1
26,1,13,3,16,1,99,94,73,1,2,14,8,0
22,1,14,3,18,0,63,51,54,0,2,20,7,3
29,1,34,0,8,1,95,63,70,0,2,27,8,2
23,0,38,3,12,0,52,49,74,0,2,25,8,3
23,0,41,0,8,1,75,80,57,1,2,6,9,1
23,1,31,1,11,1,57,60,91,1,0,24,6,2
28,0,21,3,2,0,72,61,92,1,1,24,10,2
27,0,33,3,15,1,63,49,52,1,1,16,4,3
21,1,11,3,14,1,53,82,64,1,1,30,7,1
18,0,15,2,9,1,60,92,50,1,2,25,6,0
20,0,32,2,11,0,62,60,88,1,2,6,6,2
22,1,8,3,4,0,84,100,92,1,1,16,9,0
28,1,5,2,7,1,67,57,64,0,2,12,5,2
20,1,39,2,6,0,80,71,53,1,0,5,5,1
19,0,43,1,4,0,82,82,94,1,0,6,10,1
19,1,48,2,12,1,54,53,73,1,2,15,4,3
29,1,18,1,16,1,56,76,60,0,2,13,8,1
25,0,39,0,10,1,56,93,90,1,2,27,10,0
22,0,17,2,20,0,53,93,72,1,0,25,10,0
29,1,15,3,5,1,85,94,81,0,2,10,10,0
20,0,46,1,13,1,88,79,77,1,2,10,6,1
28,0,19,0,17,0,67,66,71,1,2,4,10,2
22,1,24,1,10,0,79,47,61,0,2,11,5,3
19,0,11,3,15,0,80,53,62,1,1,7,5,3
29,1,49,3,17,0,54,98,92,0,0,7,5,0
25,0,39,1,1,1,89,45,70,1,2,6,10,3
22,0,40,2,2,0,75,60,59,1,1,19,9,2
29,0,39,2,20,0,69,66,99,0,0,30,7,2
19,0,5,1,17,1,80,60,52,1,2,26,8,2
26,0,22,2,18,0,61,88,63,0,2,1,8,0
26,1,49,1,17,1,100,66,54,1,0,10,8,2
28,0,32,1,14,0,84,78,55,0,2,17,8,1
18,1,10,1,0,1,52,85,64,1,1,18,7,0
28,1,37,2,3,0,72,100,99,0,2,12,4,0
21,1,44,2,17,0,56,91,91,1,1,17,9,0
19,1,5,3,17,0,92,98,76,1,1,6,10,0
19,0,49,3,11,0,68,53,99,1,2,8,6,3
22,1,49,0,19,1,85,49,65,0,2,5,10,3
29,1,5,0,17,0,98,54,88,1,2,10,8,3
28,0,25,3,5,0,67,79,95,1,2,19,9,1
23,1,10,1,4,0,93,100,70,1,1,28,9,0
20,1,28,1,9,1,72,40,96,1,2,12,4,3
24,0,40,3,1,1,88,46,70,1,1,27,9,3
25,1,42,3,0,1,54,71,67,0,0,30,7,1
22,1,31,0,10,1,91,70,84,1,2,27,7,1
27,0,41,1,3,1,94,49,58,1,0,24,5,3
18,0,39,1,12,1,100,57,63,1,1,14,9,2
27,0,11,2,17,0,56,63,57,1,1,11,8,2
18,1,47,1,14,0,79,70,77,1,2,11,9,1
25,0,48,0,10,1,92,92,83,1,2,6,10,0
28,0,17,2,18,0,71,56,90,0,2,3,5,2
26,1,38,1,19,1,85,41,58,1,1,9,6,3
25,0,32,3,13,0,97,41,52,0,2,28,9,3
19,1,40,3,6,1,66,81,83,0,2,15,7,1
26,1,36,0,16,1,69,64,55,1,2,21,7,2
29,1,18,2,12,1,53,64,73,0,2,4,9,2
29,0,17,1,9,1,57,73,88,1,1,12,6,1
18,1,20,2,3,1,74,91,97,0,2,30,10,0
19,0,28,0,7,0,73,94,91,1,1,19,8,0
25,1,17,3,13,1,88,54,73,1,2,13,8,3
26,1,6,0,5,1,56,65,81,0,1,5,4,2
28,1,34,2,6,1,63,60,63,0,2,12,8,2
21,1,45,0,14,1,99,64,75,1,2,14,4,2
21,0,35,2,9,1,70,95,65,1,2,20,6,0
22,0,44,2,5,0,56,75,81,0,0,27,5,1
28,1,24,2,9,1,61,72,69,0,2,12,8,1
19,0,14,1,0,1,75,79,97,1,2,12,5,1
22,0,40,3,18,1,61,68,92,1,0,17,6,2
21,0,14,1,20,0,64,49,52,1,1,20,10,3
22,1,46,1,9,1,90,49,77,1,1,17,8,3
21,1,28,2,6,1,62,53,98,0,2,1,6,3
27,0,41,2,1,0,86,43,80,1,2,9,6,3
19,0,24,0,15,1,62,97,86,1,0,2,7,0
29,1,30,0,12,0,64,94,73,1,1,29,4,0
27,1,42,3,17,1,96,44,78,1,2,2,10,3
24,0,18,0,6,0,97,42,96,1,1,22,7,3
29,0,14,0,19,1,78,77,67,1,2,4,8,1
25,0,34,3,2,1,100,79,67,1,0,26,4,1
27,1,41,1,16,1,70,61,98,1,0,21,6,2
27,0,22,2,15,1,53,45,87,1,2,20,9,3
28,0,26,1,11,1,80,48,53,1,0,20,9,3
21,0,40,3,9,0,52,47,80,1,0,4,5,3
19,0,7,2,12,0,65,40,75,1,1,7,5,3
23,0,15,1,13,0,92,65,82,0,1,0,10,2
22,0,48,0,4,1,95,73,59,1,2,15,9,1
27,1,22,3,1,1,55,56,92,1,2,6,7,2
26,0,45,1,20,1,84,61,86,1,1,8,5,2
29,1,46,1,13,1,70,43,87,1,2,12,6,3
22,0,49,1,15,1,98,81,72,1,1,26,5,1
24,1,8,2,13,0,80,52,71,1,1,8,10,3
29,1,33,2,19,1,94,40,54,1,1,17,4,3
21,1,8,0,0,0,87,48,57,1,2,3,10,3
18,1,19,0,19,1,65,74,55,1,2,17,9,1
25,0,47,2,5,0,51,49,88,0,1,20,5,3
28,0,9,2,17,1,55,74,100,1,2,14,10,1
22,1,36,1,17,1,53,42,62,0,2,13,8,3
24,1,37,1,14,0,66,79,69,1,2,9,6,1
21,1,26,0,7,0,68,50,81,1,2,15,4,3
23,1,8,3,3,1,83,53,69,0,1,25,5,3
23,1,11,3,0,0,72,77,66,0,1,25,7,1
22,0,11,2,15,0,91,40,94,1,1,22,10,3
29,0,8,0,13,0,96,87,91,1,1,25,4,0
28,1,48,0,10,0,83,94,96,1,2,25,6,0
27,0,43,2,6,0,85,43,77,1,2,19,8,3
20,1,9,1,13,1,81,52,62,0,2,6,7,3
22,1,21,2,14,0,81,62,85,1,2,9,9,2
19,0,6,1,18,0,68,89,76,1,2,28,10,0
20,1,13,2,17,1,68,96,54,0,2,17,5,0
24,0,18,1,3,1,86,54,80,1,2,7,4,3
18,1,42,0,7,1,96,63,77,0,2,2,5,2
27,0,6,1,16,1,80,77,86,1,1,7,7,1
22,1,27,2,18,1,91,82,90,1,1,15,5,1
22,0,20,2,9,1,88,99,75,0,0,17,5,0
23,0,36,1,7,1,71,74,87,1,2,12,6,1
25,0,6,0,9,1,91,71,53,1,0,27,10,1
29,1,9,3,2,0,80,41,86,0,0,10,10,3
19,0,33,2,15,0,90,55,62,1,1,14,9,2
28,0,43,0,9,0,52,91,89,0,2,8,10,0
26,1,30,0,6,1,52,41,68,1,0,8,8,3
28,0,39,2,19,0,99,92,52,0,2,30,8,0
19,1,30,2,1,0,66,90,97,1,1,7,4,0
18,1,45,0,6,1,56,54,97,0,1,23,8,3
28,0,33,3,0,1,73,64,65,1,2,5,9,2
29,1,22,0,3,0,51,42,92,1,0,19,10,3
22,0,13,1,1,1,65,70,75,1,0,0,10,1
21,1,47,2,1,1,71,86,72,1,2,27,9,0
28,1,48,0,3,1,78,86,61,1,0,10,7,0
22,0,24,3,2,1,74,90,75,1,0,25,9,0
20,1,7,3,9,1,84,55,84,0,2,14,10,2
28,0,5,0,4,0,81,94,58,0,1,15,5,0
26,0,24,3,8,1,81,60,63,1,2,18,8,2
18,1,36,3,9,1,78,66,99,1,2,1,9,2
25,0,48,0,10,1,86,93,72,1,2,2,10,0
19,0,46,2,12,1,90,54,52,1,0,11,7,3
24,1,32,1,15,1,87,62,83,1,2,26,7,2
18,0,16,0,9,1,78,49,94,1,2,2,6,3
23,0,21,2,6,1,68,70,81,1,2,20,10,1
25,0,48,1,17,0,57,96,84,1,0,29,5,0
25,0,22,1,5,0,94,78,79,0,2,22,7,1
19,0,6,0,9,1,91,55,73,1,1,25,10,2
28,1,34,3,10,0,89,97,80,1,1,1,6,0
18,1,30,1,6,0,88,62,99,1,2,3,6,2
21,0,7,2,5,1,94,48,58,1,2,22,8,3
20,1,47,3,10,1,96,93,55,1,2,2,9,0
28,0,29,0,3,1,95,43,57,1,2,8,7,3
24,0,26,3,5,1,77,50,81,1,2,29,10,3
27,1,9,0,15,1,94,62,66,0,0,29,8,2
27,1,32,0,2,1,98,99,75,1,2,14,8,0
27,1,12,0,19,0,62,65,50,1,0,4,6,2
27,0,6,0,13,1,72,84,67,1,2,6,4,1
20,0,23,1,18,1,82,81,92,0,2,17,5,1
19,1,6,3,4,0,66,89,77,1,2,7,9,0
19,1,48,2,0,1,53,72,77,1,0,24,8,1
21,1,38,3,12,1,96,77,74,1,1,26,6,1
24,1,16,1,3,1,74,61,92,1,2,12,8,2
20,1,7,0,1,1,95,57,88,0,2,30,10,2
29,1,41,2,11,0,81,82,84,1,1,12,9,1
18,1,17,1,18,0,72,73,74,0,2,19,8,1
25,1,5,2,17,0,93,82,98,1,0,7,7,1
26,1,7,3,9,1,60,45,86,1,0,20,6,3
28,1,13,0,5,0,54,75,62,0,0,30,7,1
20,1,13,2,7,1,52,64,73,1,2,20,4,2
24,1,8,1,17,1,69,89,53,1,2,28,6,0
27,0,7,0,13,1,84,93,64,1,2,13,10,0
22,1,41,0,18,1,68,98,64,0,1,10,5,0
18,0,19,2,3,0,57,47,77,1,2,12,7,3
26,0,35,0,5,0,68,86,91,1,0,4,4,0
20,0,16,3,5,1,56,50,78,1,2,28,4,3
23,1,49,2,7,1,60,64,58,0,1,1,6,2
26,0,11,0,5,0,79,42,96,1,1,19,5,3
29,0,13,1,17,1,91,84,68,1,0,1,7,1
23,1,46,2,17,1,92,43,95,0,2,6,6,3
22,0,41,3,5,1,59,87,89,1,0,15,10,0
25,1,8,0,3,1,55,94,81,1,1,5,5,0
18,1,31,2,20,1,51,47,59,0,2,5,4,3
25,0,24,0,8,0,76,66,94,1,1,3,10,2
19,0,38,0,11,1,97,45,88,1,2,13,8,3
26,0,8,1,11,1,90,48,69,0,1,25,8,3
24,0,49,1,14,1,54,93,61,0,2,16,5,0
20,1,43,1,8,0,70,98,66,0,2,1,7,0
29,0,43,3,14,1,51,46,63,1,2,3,6,3
26,1,16,0,7,0,86,67,56,0,0,16,4,2
26,0,26,2,1,0,50,86,81,0,0,30,7,0
20,1,43,2,19,1,85,50,87,1,2,23,9,3
18,0,49,3,12,0,96,94,58,0,2,21,8,0
23,1,22,2,16,1,79,53,67,0,2,3,6,3
18,1,37,0,1,1,60,79,92,1,2,0,9,1
28,0,32,0,10,1,58,96,50,1,2,4,10,0
18,0,42,2,2,1,83,73,84,1,0,9,4,1
26,0,28,3,1,1,76,44,53,1,1,11,5,3
19,1,45,0,10,0,92,43,87,0,2,30,4,3
19,1,22,1,0,1,60,94,91,1,1,25,7,0
27,1,48,1,15,0,93,75,91,1,2,20,4,1
28,1,38,0,11,1,88,85,80,0,0,23,10,0
24,1,23,0,20,1,90,74,85,1,1,13,5,1
26,1,46,3,9,0,99,45,77,1,2,25,10,3
24,1,42,0,1,1,75,69,65,0,1,6,8,2
28,1,22,2,6,0,80,41,69,0,2,3,8,3
26,1,45,1,2,1,61,49,74,0,2,11,4,3
21,0,49,3,7,0,62,57,68,1,2,19,5,2
29,1,24,1,17,1,76,58,76,0,1,23,6,2
18,1,46,0,12,0,51,44,75,1,2,27,6,3
27,0,10,2,13,0,73,94,55,1,1,23,9,0
21,1,41,0,13,0,84,53,55,1,2,17,6,3
20,0,7,0,5,1,79,87,97,1,0,7,5,0
19,1,19,0,13,1,87,88,60,1,2,25,10,0
18,0,47,0,0,1,58,68,58,1,0,27,5,2
21,0,19,2,17,1,71,42,61,1,1,7,10,3
21,1,35,2,12,1,65,64,96,0,1,27,4,2
18,1,12,1,12,0,87,81,94,0,2,2,10,1
18,1,6,3,9,1,54,66,98,1,1,18,7,2
23,0,35,0,13,1,75,58,70,1,2,19,6,2
29,1,47,0,3,0,74,64,87,1,1,6,10,2
25,1,20,1,20,0,64,52,61,1,2,29,7,3
25,1,32,0,16,0,62,74,68,1,2,15,7,1
23,0,16,3,7,0,87,58,84,1,2,1,6,2
22,1,26,2,13,0,96,90,80,1,2,4,8,0
21,0,16,1,0,1,58,77,60,1,2,5,4,1
28,1,34,3,11,1,97,80,61,1,1,16,10,1
28,0,43,2,11,1,61,40,79,1,1,19,7,3
24,1,9,3,0,1,73,93,52,0,2,16,9,0
27,1,15,3,17,0,75,90,82,1,1,30,6,0
23,0,48,1,20,0,61,94,83,1,1,17,10,0
20,1,7,3,9,1,85,67,61,0,2,10,5,2
24,0,44,1,1,0,56,88,83,0,0,28,5,0
19,1,12,3,3,1,51,88,54,0,2,17,9,0
27,0,22,1,17,1,91,99,61,1,0,20,8,0
24,1,42,0,16,0,75,43,70,1,2,18,9,3
18,0,16,0,0,1,91,87,89,1,0,5,5,0
20,0,19,0,15,1,100,72,90,1,0,20,5,1
21,1,40,1,13,1,53,99,70,1,2,7,4,0
23,1,28,3,19,1,80,79,64,1,1,27,7,1
20,1,20,0,14,1,51,99,63,1,0,13,8,0
23,1,31,1,5,1,80,57,56,1,2,4,10,2
21,0,17,3,11,0,60,78,57,0,1,9,7,1
20,1,44,1,4,0,77,98,91,1,2,30,4,0
28,0,39,3,2,1,93,42,97,1,2,25,8,3
20,0,14,1,0,0,64,52,58,1,2,14,7,3
28,0,17,3,0,0,80,92,98,1,1,24,10,0
23,0,20,1,2,0,77,48,93,1,2,16,7,3
25,1,44,0,20,1,84,99,77,0,2,15,5,0
28,1,13,3,19,1,52,93,53,1,1,16,10,0
25,1,12,2,16,1,51,90,69,1,2,22,5,0
21,0,27,1,7,1,89,60,57,1,2,2,8,2
20,0,42,2,17,1,76,57,75,1,0,6,5,2
25,1,27,2,18,1,77,65,67,1,2,16,6,2
19,0,22,2,6,0,81,43,88,1,2,29,9,3
22,0,34,3,10,0,63,59,84,0,0,30,6,2
19,1,39,3,5,1,85,42,82,1,1,0,7,3
27,0,33,0,13,1,51,81,87,1,2,4,8,1
22,0,43,1,18,1,69,46,65,1,2,30,6,3
19,0,43,1,15,0,89,67,69,1,2,28,4,2
18,1,23,2,5,1,86,45,88,0,1,30,10,3
24,1,42,0,3,1,76,99,99,0,1,9,10,0
29,0,20,1,16,0,84,82,88,1,2,23,5,1
19,1,23,0,20,0,51,50,56,1,2,19,8,3
28,0,13,0,0,0,56,82,67,0,2,2,6,1
23,1,33,2,10,1,82,100,64,1,0,11,6,0
27,0,45,3,14,0,64,49,56,0,1,10,8,3
18,0,25,2,10,1,63,69,92,1,2,17,8,2
19,0,18,0,9,1,63,51,95,1,0,13,5,3
18,1,37,3,3,0,77,71,65,0,1,8,5,1
23,1,48,0,0,1,80,74,86,1,1,17,6,1
22,0,49,2,7,1,96,52,69,0,2,13,5,3
19,1,13,1,12,0,78,62,67,0,2,5,5,2
26,1,34,3,19,1,88,74,52,1,1,9,8,1
23,0,13,3,13,0,85,88,62,1,1,28,8,0
27,1,34,0,14,0,92,83,60,0,2,17,4,1
22,1,27,3,11,0,98,97,91,1,0,0,10,0
26,0,7,3,8,1,87,86,52,1,1,9,8,0
28,0,9,1,0,1,55,74,62,1,1,15,10,1
26,1,6,3,17,0,98,78,65,1,0,8,7,1
27,1,31,2,0,0,92,41,60,1,1,2,6,3
29,0,11,3,0,1,78,77,54,1,1,12,6,1
18,0,41,1,4,0,57,99,68,1,1,22,5,0
29,1,43,0,10,0,62,58,77,1,0,13,5,2
25,1,28,0,10,1,70,64,65,1,0,24,10,2
24,0,45,3,20,1,60,69,56,1,1,17,9,2
26,0,33,3,5,1,50,79,58,0,0,0,9,1
22,1,23,2,4,1,61,84,74,1,2,1,10,1
21,0,24,0,15,1,56,61,84,0,1,23,9,2
26,1,23,0,15,0,60,50,52,0,2,16,5,3
22,1,30,2,13,0,98,57,75,1,2,17,4,2
25,0,48,1,1,1,97,93,66,1,1,18,7,0
25,1,36,2,9,1,51,53,60,1,1,8,7,3
19,0,33,0,1,0,83,51,67,0,2,12,8,3
18,1,46,3,10,0,63,43,88,0,2,12,5,3
23,1,8,2,15,1,64,64,88,0,2,30,8,2
24,1,32,0,18,0,98,40,78,1,1,21,9,3
25,1,17,0,14,0,81,50,63,0,1,12,10,3
22,1,36,2,6,0,95,79,99,1,2,0,9,1
27,0,29,3,6,0,66,75,91,1,2,27,8,1
18,0,30,0,9,0,87,80,94,1,2,5,7,1
22,0,40,3,19,1,78,63,54,1,2,16,10,2
22,1,22,2,3,1,90,57,52,0,0,11,8,2
25,1,27,1,18,1,65,64,56,1,2,16,9,2
20,0,25,3,19,0,55,40,92,1,1,12,10,3
27,0,24,0,12,0,66,93,68,1,1,3,7,0
25,1,24,1,20,0,70,73,90,1,0,6,8,1
29,0,45,2,18,0,84,54,74,1,2,0,10,3
18,0,7,1,9,1,96,81,64,1,2,15,4,1
22,0,11,3,15,1,94,90,70,1,1,15,8,0
24,0,13,1,18,0,75,40,50,1,2,16,6,3
26,0,16,0,10,1,58,52,54,0,0,26,10,3
27,1,26,0,8,1,69,76,70,1,1,20,10,1
21,0,10,1,20,0,51,90,51,1,2,13,6,0
26,0,18,0,5,0,63,47,72,1,0,20,10,3
28,0,27,1,4,1,59,63,60,1,1,10,8,2
25,0,38,1,5,1,78,97,52,0,2,18,7,0
21,0,23,0,6,0,96,82,73,0,2,29,6,1
24,0,37,3,5,0,69,46,75,0,0,15,7,3
20,0,39,1,9,0,83,89,63,0,2,30,4,0
18,0,6,1,9,1,55,87,73,0,2,30,8,0
28,1,41,0,12,0,60,87,55,1,2,3,7,0
29,1,30,3,17,1,62,56,80,1,1,21,8,2
18,0,15,1,17,1,90,47,81,1,1,23,7,3
18,0,43,3,7,0,81,89,50,1,1,20,6,0
27,1,29,3,14,0,81,88,81,1,1,8,8,0
22,0,15,0,6,1,95,98,99,0,2,28,6,0
22,0,41,2,9,1,66,41,55,1,2,11,10,3
28,1,32,3,11,0,90,96,53,1,0,10,6,0
24,1,35,0,4,1,66,99,80,1,2,23,10,0
29,1,19,0,1,1,50,53,72,1,1,9,6,3
27,1,27,1,16,1,88,86,56,0,1,28,8,0
18,0,32,2,5,0,76,47,50,0,2,9,4,3
27,1,44,1,2,1,86,56,55,1,2,25,7,2
20,1,25,3,11,0,77,48,54,1,1,23,7,3
21,1,36,1,0,0,77,61,68,0,0,30,10,2
25,1,16,1,7,1,100,42,85,1,0,21,7,3
28,0,34,0,18,1,78,67,63,1,2,29,7,2
20,1,14,3,12,0,99,55,95,1,1,4,8,2
24,0,34,1,15,1,75,94,98,0,1,12,7,0
27,1,17,3,8,0,94,75,72,1,2,11,5,1
20,1,47,1,18,0,58,86,74,1,0,20,6,0
28,1,9,3,3,1,54,55,57,1,2,2,10,2
25,0,38,3,1,1,53,53,87,1,2,13,9,3
22,1,23,2,5,1,94,99,59,1,2,2,10,0
26,0,16,2,6,1,97,65,77,0,2,3,9,2
18,0,33,3,6,1,99,41,95,1,2,28,4,3
18,0,14,2,17,0,61,77,72,0,0,11,7,1
21,0,19,2,2,1,88,94,57,0,2,29,8,0
29,1,5,1,13,1,57,90,64,0,2,3,8,0
22,1,49,3,12,0,88,50,79,1,2,23,9,3
21,1,45,2,20,0,58,75,67,1,1,2,5,1
25,0,31,3,1,1,97,99,63,0,0,17,10,0
18,0,29,1,10,0,60,83,93,0,0,7,4,1
27,0,22,3,1,1,83,83,87,0,1,19,5,1
26,1,25,1,16,0,54,68,91,1,2,20,6,2
18,1,22,1,10,1,63,74,63,1,1,11,8,1
29,0,19,0,1,1,81,94,67,1,1,15,5,0
25,0,48,3,18,0,91,41,100,1,1,1,4,3
24,1,37,0,19,1,72,63,51,1,1,7,7,2
23,0,28,2,17,1,90,62,84,1,2,12,10,2
19,1,20,2,13,1,55,50,72,0,2,20,10,3
24,1,49,0,3,0,86,43,83,1,1,6,6,3
26,1,17,0,2,1,68,95,98,1,1,17,6,0
19,0,49,3,18,1,65,42,59,0,2,6,8,3
25,0,10,0,16,1,50,95,96,1,2,4,5,0
